name,category,source,lat,lon,wikidata_qid,id
Museu Arquidiocesano de Arte Sacra do Rio de Janeiro (MAAS),art_museum,overture,-22.910140991210938,-43.180580139160156,,overture:Museu Arquidiocesano de Arte Sacra do Rio de Janeiro (MAAS):-22.91014:-43.18058
Museu Astronomico,art_museum,overture,-22.91215705871582,-43.10837936401367,,overture:Museu Astronomico:-22.91216:-43.10838
Museu Casa do Pontal,art_museum,overture,-23.02385902404785,-43.510189056396484,,overture:Museu Casa do Pontal:-23.02386:-43.51019
Museu Do Graffiti,art_museum,overture,-22.8173885345459,-43.35755920410156,,overture:Museu Do Graffiti:-22.81739:-43.35756
Museu Janete Costa de Arte Popular,art_museum,overture,-22.903703689575195,-43.12810134887695,,overture:Museu Janete Costa de Arte Popular:-22.90370:-43.12810
Museu Raymundo Ottoni Castro Maya,art_museum,overture,-22.917781829833984,-43.18159103393555,,overture:Museu Raymundo Ottoni Castro Maya:-22.91778:-43.18159
Museu Sacro Franciscano,art_museum,overture,-22.906829833984375,-43.17914962768555,,overture:Museu Sacro Franciscano:-22.90683:-43.17915
Museu da Chácara do Céu,art_museum,overture,-22.9173641204834,-43.18417739868164,,overture:Museu da Chácara do Céu:-22.91736:-43.18418
Museu da Cidade,art_museum,overture,-22.90114402770996,-43.177005767822266,,overture:Museu da Cidade:-22.90114:-43.17701
Museu da Cultura Puri,art_museum,overture,-22.914276123046875,-43.199981689453125,,overture:Museu da Cultura Puri:-22.91428:-43.19998
Museu da Imagem e do Som,art_museum,overture,-22.979015350341797,-43.189388275146484,,overture:Museu da Imagem e do Som:-22.97902:-43.18939
Museu das Telecomunicações,art_museum,overture,-22.929960250854492,-43.176513671875,,overture:Museu das Telecomunicações:-22.92996:-43.17651
Museu de Arte Contemporânea de Niterói (MAC),art_museum,overture,-22.907350540161133,-43.125770568847656,,overture:Museu de Arte Contemporânea de Niterói (MAC):-22.90735:-43.12577
Museu de Arte do Rio,art_museum,overture,-22.896608352661133,-43.182037353515625,,overture:Museu de Arte do Rio:-22.89661:-43.18204
Museu de Arte do Rio (MAR),art_museum,overture,-22.896881103515625,-43.18177032470703,,overture:Museu de Arte do Rio (MAR):-22.89688:-43.18177
Museu de Artes Ivan Del Blanco,art_museum,overture,-22.975910186767578,-43.1898307800293,,overture:Museu de Artes Ivan Del Blanco:-22.97591:-43.18983
Museu de Imagens do Inconsciente,art_museum,overture,-22.903488159179688,-43.301368713378906,,overture:Museu de Imagens do Inconsciente:-22.90349:-43.30137
Museu do Açude,art_museum,overture,-22.964826583862305,-43.2820930480957,,overture:Museu do Açude:-22.96483:-43.28209
Museu do Ingá,art_museum,overture,-22.903356552124023,-43.125545501708984,,overture:Museu do Ingá:-22.90336:-43.12555
Museu do Pontal,art_museum,overture,-22.994173049926758,-43.39838409423828,,overture:Museu do Pontal:-22.99417:-43.39838
Museu do paço,art_museum,overture,-22.902894973754883,-43.173309326171875,,overture:Museu do paço:-22.90289:-43.17331
Museum Dom João VI,art_museum,overture,-22.86240577697754,-43.22301483154297,,overture:Museum Dom João VI:-22.86241:-43.22301
Museum of Inga,art_museum,overture,-22.90365219116211,-43.12541961669922,,overture:Museum of Inga:-22.90365:-43.12542
Petit Trianon,art_museum,overture,-22.9094181060791,-43.17273712158203,,overture:Petit Trianon:-22.90942:-43.17274
Polo Praça XV,art_museum,overture,-22.902820587158203,-43.174583435058594,,overture:Polo Praça XV:-22.90282:-43.17458
Scalinata Selarón,art_museum,overture,-22.915699005126953,-43.178958892822266,,overture:Scalinata Selarón:-22.91570:-43.17896
grande cia. de mystérios e novidades,art_museum,overture,-22.897661209106445,-43.19271469116211,,overture:grande cia. de mystérios e novidades:-22.89766:-43.19271
A Casa de Bambas,cultural_center,overture,-22.82243537902832,-43.29426956176758,,overture:A Casa de Bambas:-22.82244:-43.29427
A Garagem,cultural_center,overture,-22.90664291381836,-43.18018341064453,,overture:A Garagem:-22.90664:-43.18018
A Maison | Espaço Cultural da França,cultural_center,overture,-22.910192489624023,-43.17153549194336,,overture:A Maison | Espaço Cultural da França:-22.91019:-43.17154
Abafu,cultural_center,overture,-22.922622680664062,-43.37626647949219,,overture:Abafu:-22.92262:-43.37627
Academia Fluminense de Letras,cultural_center,overture,-22.89458656311035,-43.11707305908203,,overture:Academia Fluminense de Letras:-22.89459:-43.11707
Académicos do Dendê Raízes,cultural_center,overture,-22.79741096496582,-43.19303512573242,,overture:Académicos do Dendê Raízes:-22.79741:-43.19304
Acaso Cultural,cultural_center,overture,-22.946800231933594,-43.18497848510742,,overture:Acaso Cultural:-22.94680:-43.18498
Acervo Cultural e Histórico do GRES Estácio de Sá,cultural_center,overture,-22.912750244140625,-43.201873779296875,,overture:Acervo Cultural e Histórico do GRES Estácio de Sá:-22.91275:-43.20187
Adaf,cultural_center,overture,-22.906259536743164,-43.10544967651367,,overture:Adaf:-22.90626:-43.10545
"Amarathi, hub cultural",cultural_center,overture,-22.902114868164062,-43.17770767211914,,"overture:Amarathi, hub cultural:-22.90211:-43.17771"
Arcanos,cultural_center,overture,-22.885000228881836,-43.32087707519531,,overture:Arcanos:-22.88500:-43.32088
Arena Carioca Jovelina Pérola Negra,cultural_center,overture,-22.808841705322266,-43.36194610595703,,overture:Arena Carioca Jovelina Pérola Negra:-22.80884:-43.36195
Arena Cultural Dicró,cultural_center,overture,-22.839202880859375,-43.28770446777344,,overture:Arena Cultural Dicró:-22.83920:-43.28770
Areninha Carioca Hermeto Pascoal,cultural_center,overture,-22.87732696533203,-43.47283172607422,,overture:Areninha Carioca Hermeto Pascoal:-22.87733:-43.47283
Areninha Cultural Gilberto Gil,cultural_center,overture,-22.878103256225586,-43.415794372558594,,overture:Areninha Cultural Gilberto Gil:-22.87810:-43.41579
Areninha Cultural Joao Bosco de Vista Alegre,cultural_center,overture,-22.83230209350586,-43.31244659423828,,overture:Areninha Cultural Joao Bosco de Vista Alegre:-22.83230:-43.31245
Areninha Cultural Renato Russo,cultural_center,overture,-22.8050479888916,-43.1795539855957,,overture:Areninha Cultural Renato Russo:-22.80505:-43.17955
Armazém Cultural das Artes,cultural_center,overture,-22.894107818603516,-43.1901969909668,,overture:Armazém Cultural das Artes:-22.89411:-43.19020
Arte Cultura e Poder,cultural_center,overture,-22.911256790161133,-43.23640060424805,,overture:Arte Cultura e Poder:-22.91126:-43.23640
Associate - Ilha do Governador,cultural_center,overture,-22.80379867553711,-43.210533142089844,,overture:Associate - Ilha do Governador:-22.80380:-43.21053
Associação Afrocultural Yorubá,cultural_center,overture,-22.883657455444336,-43.29517364501953,,overture:Associação Afrocultural Yorubá:-22.88366:-43.29517
Associação Cultural Espaço Carioca,cultural_center,overture,-22.873783111572266,-43.31510543823242,,overture:Associação Cultural Espaço Carioca:-22.87378:-43.31511
Associação Cultural Grupo Afrolaje,cultural_center,overture,-22.903852462768555,-43.30330276489258,,overture:Associação Cultural Grupo Afrolaje:-22.90385:-43.30330
Associação Recordar É Viver,cultural_center,overture,-22.8531494140625,-43.26069259643555,,overture:Associação Recordar É Viver:-22.85315:-43.26069
Associação dos Amigos da Lona Cultural Hermeto Pascoal,cultural_center,overture,-22.877389907836914,-43.47265625,,overture:Associação dos Amigos da Lona Cultural Hermeto Pascoal:-22.87739:-43.47266
Asé Pingo D'água,cultural_center,overture,-22.965988159179688,-43.64802932739258,,overture:Asé Pingo D'água:-22.96599:-43.64803
BAC - Barracão de Arte e Cultura Sepetiba,cultural_center,overture,-22.9674129486084,-43.6905403137207,,overture:BAC - Barracão de Arte e Cultura Sepetiba:-22.96741:-43.69054
BDA - Batalha do Ares,cultural_center,overture,-22.83595085144043,-43.41078186035156,,overture:BDA - Batalha do Ares:-22.83595:-43.41078
Barricada - Centro Cultural Marginal Fernando Calado,cultural_center,overture,-22.896503448486328,-43.12567138671875,,overture:Barricada - Centro Cultural Marginal Fernando Calado:-22.89650:-43.12567
Batalha do Camorim,cultural_center,overture,-22.96579360961914,-43.41481018066406,,overture:Batalha do Camorim:-22.96579:-43.41481
Batalha do Parque,cultural_center,overture,-22.844928741455078,-43.363121032714844,,overture:Batalha do Parque:-22.84493:-43.36312
Bloco Céu Na Terra,cultural_center,overture,-22.921537399291992,-43.18606185913086,,overture:Bloco Céu Na Terra:-22.92154:-43.18606
Bloco Minha Raiz,cultural_center,overture,-22.897502899169922,-43.30708312988281,,overture:Bloco Minha Raiz:-22.89750:-43.30708
Bota Dendê - Rio de Janeiro,cultural_center,overture,-22.905803680419922,-43.29222106933594,,overture:Bota Dendê - Rio de Janeiro:-22.90580:-43.29222
Brabas da Conceito,cultural_center,overture,-22.880990982055664,-43.37028503417969,,overture:Brabas da Conceito:-22.88099:-43.37029
Buda Senzala e Alunos,cultural_center,overture,-22.788890838623047,-43.16804122924805,,overture:Buda Senzala e Alunos:-22.78889:-43.16804
C.C.N Fruta do Pé,cultural_center,overture,-22.911243438720703,-43.590633392333984,,overture:C.C.N Fruta do Pé:-22.91124:-43.59063
CASARTI Casa do Artista Independente,cultural_center,overture,-22.826129913330078,-43.31207275390625,,overture:CASARTI Casa do Artista Independente:-22.82613:-43.31207
CCBB Rio de Janeiro,cultural_center,overture,-22.900941848754883,-43.17645263671875,,overture:CCBB Rio de Janeiro:-22.90094:-43.17645
CCS Movimento,cultural_center,overture,-22.912141799926758,-43.187747955322266,,overture:CCS Movimento:-22.91214:-43.18775
CCSP Cardeal Orani Tempesta,cultural_center,overture,-22.830881118774414,-43.32612228393555,,overture:CCSP Cardeal Orani Tempesta:-22.83088:-43.32612
CRAB - Centro Sebrae de Referência do Artesanato Brasileiro,cultural_center,overture,-22.907665252685547,-43.18381881713867,,overture:CRAB - Centro Sebrae de Referência do Artesanato Brasileiro:-22.90767:-43.18382
CRAB Sebrae - Centro de Referencia do Artesanato Brasileiro,cultural_center,overture,-22.90735626220703,-43.18382263183594,,overture:CRAB Sebrae - Centro de Referencia do Artesanato Brasileiro:-22.90736:-43.18382
Caixa Cultural Rj,cultural_center,overture,-22.908283233642578,-43.17692184448242,,overture:Caixa Cultural Rj:-22.90828:-43.17692
Caminho Niemeyer,cultural_center,overture,-22.8905029296875,-43.126956939697266,,overture:Caminho Niemeyer:-22.89050:-43.12696
Campus Avançado,cultural_center,overture,-22.90159034729004,-43.13318634033203,,overture:Campus Avançado:-22.90159:-43.13319
Capacete Centro Cultural,cultural_center,overture,-22.9213924407959,-43.18112564086914,,overture:Capacete Centro Cultural:-22.92139:-43.18113
Capoeira Ubemtem,cultural_center,overture,-22.901281356811523,-43.35660934448242,,overture:Capoeira Ubemtem:-22.90128:-43.35661
Casa 136 Laranjeiras,cultural_center,overture,-22.935924530029297,-43.18094253540039,,overture:Casa 136 Laranjeiras:-22.93592:-43.18094
Casa 264,cultural_center,overture,-22.899694442749023,-43.12676239013672,,overture:Casa 264:-22.89969:-43.12676
Casa 7,cultural_center,overture,-22.9836368560791,-43.194847106933594,,overture:Casa 7:-22.98364:-43.19485
Casa Afrodai,cultural_center,overture,-22.91438102722168,-43.1795654296875,,overture:Casa Afrodai:-22.91438:-43.17957
Casa Amarela Providência,cultural_center,overture,-22.900367736816406,-43.19527816772461,,overture:Casa Amarela Providência:-22.90037:-43.19528
Casa Amarela centro cultural e atelier,cultural_center,overture,-22.853288650512695,-43.369571685791016,,overture:Casa Amarela centro cultural e atelier:-22.85329:-43.36957
Casa Anthropos,cultural_center,overture,-22.956314086914062,-43.19313430786133,,overture:Casa Anthropos:-22.95631:-43.19313
Casa Carnaval | Centro,cultural_center,overture,-22.901662826538086,-43.17522430419922,,overture:Casa Carnaval | Centro:-22.90166:-43.17522
Casa Coletiva | Rio de Janeiro RJ,cultural_center,overture,-22.920507431030273,-43.185691833496094,,overture:Casa Coletiva | Rio de Janeiro RJ:-22.92051:-43.18569
Casa Cultural Manacá,cultural_center,overture,-22.908748626708984,-43.1949462890625,,overture:Casa Cultural Manacá:-22.90875:-43.19495
Casa Cultural da Nossa Gente,cultural_center,overture,-22.89432144165039,-43.28986358642578,,overture:Casa Cultural da Nossa Gente:-22.89432:-43.28986
Casa De Cultura,cultural_center,overture,-22.88469123840332,-43.303688049316406,,overture:Casa De Cultura:-22.88469:-43.30369
Casa Escalona Rio de Janeiro,cultural_center,overture,-22.913511276245117,-43.19422149658203,,overture:Casa Escalona Rio de Janeiro:-22.91351:-43.19422
Casa Fred Coworking,cultural_center,overture,-22.948102951049805,-43.329830169677734,,overture:Casa Fred Coworking:-22.94810:-43.32983
Casa Rosa da Gávea,cultural_center,overture,-22.978830337524414,-43.23455047607422,,overture:Casa Rosa da Gávea:-22.97883:-43.23455
Casa Sol,cultural_center,overture,-22.916183471679688,-43.19157028198242,,overture:Casa Sol:-22.91618:-43.19157
Casa Sol do Grajaú,cultural_center,overture,-22.922264099121094,-43.266876220703125,,overture:Casa Sol do Grajaú:-22.92226:-43.26688
Casa Subversa,cultural_center,overture,-22.906911849975586,-43.183876037597656,,overture:Casa Subversa:-22.90691:-43.18388
Casa da Tia Ciata,cultural_center,overture,-22.898033142089844,-43.18750762939453,,overture:Casa da Tia Ciata:-22.89803:-43.18751
Casa da Águia,cultural_center,overture,-22.99392318725586,-43.26187515258789,,overture:Casa da Águia:-22.99392:-43.26188
Casa de Arte e Cultura Julieta de Serpa,cultural_center,overture,-22.936410903930664,-43.17448043823242,,overture:Casa de Arte e Cultura Julieta de Serpa:-22.93641:-43.17448
Casa de Arte e Cultura Luiz Januário,cultural_center,overture,-22.92275047302246,-43.2202262878418,,overture:Casa de Arte e Cultura Luiz Januário:-22.92275:-43.22023
Casa de Artes Paquetá,cultural_center,overture,-22.753250122070312,-43.11125564575195,,overture:Casa de Artes Paquetá:-22.75325:-43.11126
Casa de Artes e Culturas Percília Teles da Silva,cultural_center,overture,-22.891809463500977,-43.34464645385742,,overture:Casa de Artes e Culturas Percília Teles da Silva:-22.89181:-43.34465
Casa de Artista,cultural_center,overture,-22.89115333557129,-43.1231689453125,,overture:Casa de Artista:-22.89115:-43.12317
Casa de Cultura,cultural_center,overture,-22.87691307067871,-43.2701301574707,,overture:Casa de Cultura:-22.87691:-43.27013
Casa de Cultura - Volta do Mundo e Conexões do Beco da Cultura,cultural_center,overture,-22.9013729095459,-43.17522048950195,,overture:Casa de Cultura - Volta do Mundo e Conexões do Beco da Cultura:-22.90137:-43.17522
Casa de Cultura Elbe de Holanda,cultural_center,overture,-22.81744956970215,-43.199642181396484,,overture:Casa de Cultura Elbe de Holanda:-22.81745:-43.19964
Casa de Cultura Laura Alvim,cultural_center,overture,-22.9865779876709,-43.19922637939453,,overture:Casa de Cultura Laura Alvim:-22.98658:-43.19923
Casa de Cultura Marise Moreira de Brito,cultural_center,overture,-22.874069213867188,-43.77790069580078,,overture:Casa de Cultura Marise Moreira de Brito:-22.87407:-43.77790
Casa de Cultura de Jacarepaguá,cultural_center,overture,-22.922273635864258,-43.377716064453125,,overture:Casa de Cultura de Jacarepaguá:-22.92227:-43.37772
Casa de Cultura de Nova Iguaçu,cultural_center,overture,-22.761377334594727,-43.45033264160156,,overture:Casa de Cultura de Nova Iguaçu:-22.76138:-43.45033
Casa de Oliveira Vianna,cultural_center,overture,-22.88060760498047,-43.108699798583984,,overture:Casa de Oliveira Vianna:-22.88061:-43.10870
Casa de Viseu,cultural_center,overture,-22.845378875732422,-43.303672790527344,,overture:Casa de Viseu:-22.84538:-43.30367
Casa do Nando,cultural_center,overture,-22.90177345275879,-43.185081481933594,,overture:Casa do Nando:-22.90177:-43.18508
Casa do Pandeiro,cultural_center,overture,-22.903732299804688,-43.177494049072266,,overture:Casa do Pandeiro:-22.90373:-43.17749
Casa do Propósito,cultural_center,overture,-22.895689010620117,-43.19484329223633,,overture:Casa do Propósito:-22.89569:-43.19484
Casa do Recreio Arte e Cultura,cultural_center,overture,-23.021535873413086,-43.47924041748047,,overture:Casa do Recreio Arte e Cultura:-23.02154:-43.47924
Casa do Saber Popular,cultural_center,overture,-22.966026306152344,-43.605770111083984,,overture:Casa do Saber Popular:-22.96603:-43.60577
Casa do Saber Rio,cultural_center,overture,-22.982398986816406,-43.217491149902344,,overture:Casa do Saber Rio:-22.98240:-43.21749
Casa dos Açores,cultural_center,overture,-22.92093276977539,-43.22099304199219,,overture:Casa dos Açores:-22.92093:-43.22099
Castelo Fiocruz Rj Brasil,cultural_center,overture,-22.91193962097168,-43.183937072753906,,overture:Castelo Fiocruz Rj Brasil:-22.91194:-43.18394
Ccbb - Centro Cultural Banco do Brasil,cultural_center,overture,-22.909160614013672,-43.101985931396484,,overture:Ccbb - Centro Cultural Banco do Brasil:-22.90916:-43.10199
Centro Carnavalesco Onça Preta,cultural_center,overture,-22.8994083404541,-43.18793487548828,,overture:Centro Carnavalesco Onça Preta:-22.89941:-43.18793
Centro Cultural Abrigo de Bondes,cultural_center,overture,-22.889877319335938,-43.11445999145508,,overture:Centro Cultural Abrigo de Bondes:-22.88988:-43.11446
Centro Cultural Acao da Cidadania,cultural_center,overture,-22.896638870239258,-43.18660354614258,,overture:Centro Cultural Acao da Cidadania:-22.89664:-43.18660
Centro Cultural AfroRio,cultural_center,overture,-22.877906799316406,-43.32757568359375,,overture:Centro Cultural AfroRio:-22.87791:-43.32758
Centro Cultural Atriz Chica Xa,cultural_center,overture,-22.84918212890625,-43.266422271728516,,overture:Centro Cultural Atriz Chica Xa:-22.84918:-43.26642
Centro Cultural Banco Do Brasil,cultural_center,overture,-22.98717498779297,-43.19620132446289,,overture:Centro Cultural Banco Do Brasil:-22.98717:-43.19620
Centro Cultural Banco Do Brasil,cultural_center,overture,-22.802000045776367,-43.2046012878418,,overture:Centro Cultural Banco Do Brasil:-22.80200:-43.20460
Centro Cultural Banco do Brasil,cultural_center,overture,-22.90096092224121,-43.176475524902344,,overture:Centro Cultural Banco do Brasil:-22.90096:-43.17648
Centro Cultural Benjamin Peret,cultural_center,overture,-22.91719627380371,-43.17892074584961,,overture:Centro Cultural Benjamin Peret:-22.91720:-43.17892
Centro Cultural Boa Viagem,cultural_center,overture,-22.905902862548828,-43.132164001464844,,overture:Centro Cultural Boa Viagem:-22.90590:-43.13216
Centro Cultural Calça Larga,cultural_center,overture,-22.929880142211914,-43.226585388183594,,overture:Centro Cultural Calça Larga:-22.92988:-43.22659
Centro Cultural Capiberibe 27,cultural_center,overture,-22.90228271484375,-43.20414733886719,,overture:Centro Cultural Capiberibe 27:-22.90228:-43.20415
Centro Cultural Carioca,cultural_center,overture,-22.906307220458984,-43.18179702758789,,overture:Centro Cultural Carioca:-22.90631:-43.18180
Centro Cultural Cartola,cultural_center,overture,-22.901554107666016,-43.2408561706543,,overture:Centro Cultural Cartola:-22.90155:-43.24086
Centro Cultural Casa da FEB,cultural_center,overture,-22.91217803955078,-43.1782341003418,,overture:Centro Cultural Casa da FEB:-22.91218:-43.17823
Centro Cultural Cauby Peixoto,cultural_center,overture,-22.880266189575195,-43.10320281982422,,overture:Centro Cultural Cauby Peixoto:-22.88027:-43.10320
Centro Cultural Cecília Conde,cultural_center,overture,-22.859516143798828,-43.26013946533203,,overture:Centro Cultural Cecília Conde:-22.85952:-43.26014
Centro Cultural China Brasil Yuan Aiping,cultural_center,overture,-23.004392623901367,-43.319679260253906,,overture:Centro Cultural China Brasil Yuan Aiping:-23.00439:-43.31968
Centro Cultural Correia Lima,cultural_center,overture,-22.92682456970215,-43.179420471191406,,overture:Centro Cultural Correia Lima:-22.92682:-43.17942
Centro Cultural Correios,cultural_center,overture,-22.90115737915039,-43.17589569091797,,overture:Centro Cultural Correios:-22.90116:-43.17590
Centro Cultural Cândido José de Araújo,cultural_center,overture,-22.895601272583008,-43.192203521728516,,overture:Centro Cultural Cândido José de Araújo:-22.89560:-43.19220
Centro Cultural Diversa,cultural_center,overture,-22.906648635864258,-43.1809196472168,,overture:Centro Cultural Diversa:-22.90665:-43.18092
Centro Cultural Donana,cultural_center,overture,-22.746814727783203,-43.406864166259766,,overture:Centro Cultural Donana:-22.74681:-43.40686
Centro Cultural Dragão Do Mar,cultural_center,overture,-22.944835662841797,-43.34160614013672,,overture:Centro Cultural Dragão Do Mar:-22.94484:-43.34161
Centro Cultural Educar,cultural_center,overture,-22.8800106048584,-43.252899169921875,,overture:Centro Cultural Educar:-22.88001:-43.25290
Centro Cultural FGV,cultural_center,overture,-22.94097137451172,-43.18012619018555,,overture:Centro Cultural FGV:-22.94097:-43.18013
Centro Cultural Fundição Progresso,cultural_center,overture,-22.912513732910156,-43.18024826049805,,overture:Centro Cultural Fundição Progresso:-22.91251:-43.18025
Centro Cultural Ilha do Governador,cultural_center,overture,-22.80044937133789,-43.19773483276367,,overture:Centro Cultural Ilha do Governador:-22.80045:-43.19773
Centro Cultural Inclusartiz,cultural_center,overture,-22.89592170715332,-43.1920051574707,,overture:Centro Cultural Inclusartiz:-22.89592:-43.19201
Centro Cultural Infinito,cultural_center,overture,-22.933513641357422,-43.20042037963867,,overture:Centro Cultural Infinito:-22.93351:-43.20042
Centro Cultural Itaporã,cultural_center,overture,-22.920541763305664,-43.21086120605469,,overture:Centro Cultural Itaporã:-22.92054:-43.21086
Centro Cultural Japão,cultural_center,overture,-22.932350158691406,-43.17491149902344,,overture:Centro Cultural Japão:-22.93235:-43.17491
Centro Cultural Jerusalém,cultural_center,overture,-22.881643295288086,-43.27537536621094,,overture:Centro Cultural Jerusalém:-22.88164:-43.27538
Centro Cultural José Bonifácio,cultural_center,overture,-22.896223068237305,-43.194278717041016,,overture:Centro Cultural José Bonifácio:-22.89622:-43.19428
Centro Cultural João XXIII,cultural_center,overture,-22.947467803955078,-43.185791015625,,overture:Centro Cultural João XXIII:-22.94747:-43.18579
Centro Cultural Justiça Federal,cultural_center,overture,-22.910539627075195,-43.17530822753906,,overture:Centro Cultural Justiça Federal:-22.91054:-43.17531
Centro Cultural La Salle - Salão de Festas,cultural_center,overture,-22.899051666259766,-43.10905456542969,,overture:Centro Cultural La Salle - Salão de Festas:-22.89905:-43.10905
Centro Cultural Lado B,cultural_center,overture,-22.902565002441406,-43.17544174194336,,overture:Centro Cultural Lado B:-22.90257:-43.17544
Centro Cultural Lagoa,cultural_center,overture,-22.96590232849121,-43.203338623046875,,overture:Centro Cultural Lagoa:-22.96590:-43.20334
Centro Cultural Light,cultural_center,overture,-22.90272331237793,-43.187095642089844,,overture:Centro Cultural Light:-22.90272:-43.18710
Centro Cultural Lóttus,cultural_center,overture,-22.905094146728516,-43.29285430908203,,overture:Centro Cultural Lóttus:-22.90509:-43.29285
Centro Cultural Marcelo Decolores,cultural_center,overture,-22.878028869628906,-43.12273025512695,,overture:Centro Cultural Marcelo Decolores:-22.87803:-43.12273
Centro Cultural Maria Bonita,cultural_center,overture,-22.870250701904297,-43.77561950683594,,overture:Centro Cultural Maria Bonita:-22.87025:-43.77562
Centro Cultural Marrom Music,cultural_center,overture,-23.02163314819336,-43.49923324584961,,overture:Centro Cultural Marrom Music:-23.02163:-43.49923
Centro Cultural Mister Watkins,cultural_center,overture,-22.784896850585938,-43.431522369384766,,overture:Centro Cultural Mister Watkins:-22.78490:-43.43152
Centro Cultural Mordechai Anilevitch,cultural_center,overture,-22.951889038085938,-43.191497802734375,,overture:Centro Cultural Mordechai Anilevitch:-22.95189:-43.19150
Centro Cultural Municipal Laurinda Santos Lobo,cultural_center,overture,-22.920024871826172,-43.188560485839844,,overture:Centro Cultural Municipal Laurinda Santos Lobo:-22.92002:-43.18856
Centro Cultural Municipal Parque das Ruínas,cultural_center,overture,-22.917470932006836,-43.18247985839844,,overture:Centro Cultural Municipal Parque das Ruínas:-22.91747:-43.18248
Centro Cultural Nossa Senhora das Mercês,cultural_center,overture,-22.807893753051758,-43.371089935302734,,overture:Centro Cultural Nossa Senhora das Mercês:-22.80789:-43.37109
Centro Cultural Oca dos Curumins,cultural_center,overture,-22.86018180847168,-43.267696380615234,,overture:Centro Cultural Oca dos Curumins:-22.86018:-43.26770
Centro Cultural Oduvaldo Viana Filho,cultural_center,overture,-22.930269241333008,-43.17458724975586,,overture:Centro Cultural Oduvaldo Viana Filho:-22.93027:-43.17459
Centro Cultural Omo Yoruba,cultural_center,overture,-22.89212417602539,-43.34471893310547,,overture:Centro Cultural Omo Yoruba:-22.89212:-43.34472
Centro Cultural PGE-RJ,cultural_center,overture,-22.903919219970703,-43.175750732421875,,overture:Centro Cultural PGE-RJ:-22.90392:-43.17575
Centro Cultural Paschoal Carlos Magno,cultural_center,overture,-22.902894973754883,-43.107513427734375,,overture:Centro Cultural Paschoal Carlos Magno:-22.90289:-43.10751
Centro Cultural Pedro I,cultural_center,overture,-22.88216209411621,-43.58867263793945,,overture:Centro Cultural Pedro I:-22.88216:-43.58867
Centro Cultural Pedro II,cultural_center,overture,-22.920072555541992,-43.67871856689453,,overture:Centro Cultural Pedro II:-22.92007:-43.67872
Centro Cultural Pedro II - Posse,cultural_center,overture,-22.882858276367188,-43.55149459838867,,overture:Centro Cultural Pedro II - Posse:-22.88286:-43.55149
Centro Cultural Pedro Storani,cultural_center,overture,-22.879356384277344,-43.40736770629883,,overture:Centro Cultural Pedro Storani:-22.87936:-43.40737
Centro Cultural Phabrika de Arthes,cultural_center,overture,-22.826168060302734,-43.353633880615234,,overture:Centro Cultural Phabrika de Arthes:-22.82617:-43.35363
