id,name,lat,lon,category,scope,reason
overture:Museu Raymundo Ottoni Castro Maya:-22.91778:-43.18159,Museu Raymundo Ottoni Castro Maya,-22.917781829833984,-43.18159103393555,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu Sacro Franciscano:-22.90683:-43.17915,Museu Sacro Franciscano,-22.906829833984375,-43.17914962768555,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu da Chácara do Céu:-22.91736:-43.18418,Museu da Chácara do Céu,-22.9173641204834,-43.18417739868164,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu da Cidade:-22.90114:-43.17701,Museu da Cidade,-22.90114402770996,-43.177005767822266,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu da Cultura Puri:-22.91428:-43.19998,Museu da Cultura Puri,-22.914276123046875,-43.199981689453125,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu da Imagem e do Som:-22.97902:-43.18939,Museu da Imagem e do Som,-22.979015350341797,-43.189388275146484,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu das Telecomunicações:-22.92996:-43.17651,Museu das Telecomunicações,-22.929960250854492,-43.176513671875,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu de Arte Contemporânea de Niterói (MAC):-22.90735:-43.12577,Museu de Arte Contemporânea de Niterói (MAC),-22.907350540161133,-43.125770568847656,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu de Arte do Rio:-22.89661:-43.18204,Museu de Arte do Rio,-22.896608352661133,-43.182037353515625,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu de Arte do Rio (MAR):-22.89688:-43.18177,Museu de Arte do Rio (MAR),-22.896881103515625,-43.18177032470703,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu de Artes Ivan Del Blanco:-22.97591:-43.18983,Museu de Artes Ivan Del Blanco,-22.975910186767578,-43.1898307800293,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu de Imagens do Inconsciente:-22.90349:-43.30137,Museu de Imagens do Inconsciente,-22.903488159179688,-43.301368713378906,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu do Açude:-22.96483:-43.28209,Museu do Açude,-22.964826583862305,-43.2820930480957,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu do Ingá:-22.90336:-43.12555,Museu do Ingá,-22.903356552124023,-43.125545501708984,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu do Pontal:-22.99417:-43.39838,Museu do Pontal,-22.994173049926758,-43.39838409423828,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museu do paço:-22.90289:-43.17331,Museu do paço,-22.902894973754883,-43.173309326171875,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museum Dom João VI:-22.86241:-43.22301,Museum Dom João VI,-22.86240577697754,-43.22301483154297,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Museum of Inga:-22.90365:-43.12542,Museum of Inga,-22.90365219116211,-43.12541961669922,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Petit Trianon:-22.90942:-43.17274,Petit Trianon,-22.9094181060791,-43.17273712158203,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Polo Praça XV:-22.90282:-43.17458,Polo Praça XV,-22.902820587158203,-43.174583435058594,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Scalinata Selarón:-22.91570:-43.17896,Scalinata Selarón,-22.915699005126953,-43.178958892822266,art_museum,CULTURAL,"trusted category, sample-audited clean"
overture:grande cia. de mystérios e novidades:-22.89766:-43.19271,grande cia. de mystérios e novidades,-22.897661209106445,-43.19271469116211,art_museum,CULTURAL,"trusted category, sample-audited clean"
wikidata:Acervo do Museu de Imagens do Inconsciente:-22.90091:-43.30067,Acervo do Museu de Imagens do Inconsciente,-22.900912,-43.30067,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Alfândega do Rio de Janeiro:-22.90029:-43.17635,Alfândega do Rio de Janeiro,-22.900285,-43.176353055,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Antigo Solar do Visconde do Rio Seco:-22.90747:-43.18379,Antigo Solar do Visconde do Rio Seco,-22.907468,-43.183786,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Aqueduto da Colônia Juliano Moreira:-22.93628:-43.39974,Aqueduto da Colônia Juliano Moreira,-22.936277648,-43.399737187,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Aterro do Flamengo:-22.92100:-43.17000,Aterro do Flamengo,-22.921,-43.17,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Avenida Rio Branco:-22.90472:-43.17750,Avenida Rio Branco,-22.90472222,-43.1775,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Bebedouro da Estrada Velha da Tijuca:-22.95203:-43.26208,Bebedouro da Estrada Velha da Tijuca,-22.952029507,-43.262078825,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Biblioteca Nacional do Brasil:-22.90972:-43.17550,Biblioteca Nacional do Brasil,-22.909723,-43.175501,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Bica da Rainha:-22.94078:-43.19701,Bica da Rainha,-22.94078,-43.197006,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Capela Nossa Senhora da Cabeça Rio de Janeiro:-22.96096:-43.22087,Capela Nossa Senhora da Cabeça Rio de Janeiro,-22.960962,-43.22087,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Casa da Marquesa de Santos:-22.90458:-43.21707,Casa da Marquesa de Santos,-22.90458,-43.217068,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Casa da Moeda do Brasil:-22.90649:-43.19078,Casa da Moeda do Brasil,-22.90649,-43.190782,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Casa das Canoas:-22.98590:-43.27288,Casa das Canoas,-22.985902,-43.272883,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Casa de Rui Barbosa:-22.94875:-43.18705,Casa de Rui Barbosa,-22.948753553,-43.187046216,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Casa do Bispo:-22.92607:-43.21027,Casa do Bispo,-22.926067,-43.210271,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Chafariz Paulo Fernandes:-22.91153:-43.19456,Chafariz Paulo Fernandes,-22.9115308,-43.1945616,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Chafariz Rua do Riachuelo:-22.91505:-43.18637,Chafariz Rua do Riachuelo,-22.91505,-43.186372,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Chafariz da Glória:-22.91843:-43.17710,Chafariz da Glória,-22.9184257,-43.1771039,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Chafariz das Saracuras:-22.98516:-43.19779,Chafariz das Saracuras,-22.985160762,-43.197794625,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Chafariz de Grandjean de Montigny:-22.96167:-43.27332,Chafariz de Grandjean de Montigny,-22.961668055,-43.273318888,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Chafariz do Lagarto:-22.91203:-43.19521,Chafariz do Lagarto,-22.9120252,-43.1952142,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Coleção Geyer:-22.94099:-43.20517,Coleção Geyer,-22.94099,-43.205175,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Colégio Militar do Rio de Janeiro:-22.91691:-43.22634,Colégio Militar do Rio de Janeiro,-22.91691,-43.226343,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Colégio Pedro II:-22.90172:-43.18490,Colégio Pedro II,-22.9017223,-43.184904,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Conjunto Arquitetônico da Avenida Central:-22.90983:-43.17589,Conjunto Arquitetônico da Avenida Central,-22.909834,-43.175895,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Convento de Santa Teresa:-22.91553:-43.18045,Convento de Santa Teresa,-22.915529,-43.180453,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Convento de Santo Antônio:-22.90725:-43.17914,Convento de Santo Antônio,-22.90725,-43.179138888,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Convento do Carmo:-22.90337:-43.17555,Convento do Carmo,-22.903371,-43.175553,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Copacabana Palace:-22.96726:-43.17874,Copacabana Palace,-22.96726,-43.17874,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Cristo Redentor:-22.95192:-43.21046,Cristo Redentor,-22.951915648,-43.210464122,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Edifício ''A Noite'':-22.89730:-43.18100,Edifício ''A Noite'',-22.8973,-43.181,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Edifício Docas de Santos:-22.90057:-43.17960,Edifício Docas de Santos,-22.900569,-43.179598,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Edifício Gustavo Capanema:-22.90920:-43.17383,Edifício Gustavo Capanema,-22.9092,-43.17382778,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Escola Nacional de Belas Artes:-22.90877:-43.17571,Escola Nacional de Belas Artes,-22.908769444,-43.175705555,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Estação Central do Brasil:-22.90341:-43.19144,Estação Central do Brasil,-22.903413888,-43.191444444,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Estação Ferroviária Leopoldina - Barão de Mauá:-22.90771:-43.21045,Estação Ferroviária Leopoldina - Barão de Mauá,-22.907711078,-43.210454321,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Estação Leopoldina:-22.90766:-43.21057,Estação Leopoldina,-22.90766242,-43.21057088,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Estádio Jornalista Mário Filho:-22.91222:-43.23028,Estádio Jornalista Mário Filho,-22.912222222,-43.230277777,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Estátua equestre de Dom Pedro I:-22.90695:-43.18282,Estátua equestre de Dom Pedro I,-22.906954,-43.182824,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fazenda da Taquara:-22.92223:-43.38288,Fazenda da Taquara,-22.922226662,-43.382882804,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fazenda do Capão do Bispo:-22.88317:-43.27814,Fazenda do Capão do Bispo,-22.883174,-43.278144,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fazenda do Engenho d’ Água:-22.95510:-43.35623,Fazenda do Engenho d’ Água,-22.955095,-43.356234,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fortaleza de Nossa Senhora da Conceição (Rio de Janeiro):-22.89923:-43.18377,Fortaleza de Nossa Senhora da Conceição (Rio de Janeiro),-22.899226,-43.183768,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fortaleza de São José da Ilha das Cobras:-22.89638:-43.17114,Fortaleza de São José da Ilha das Cobras,-22.896382,-43.17114,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fortaleza de São João:-22.94337:-43.15646,Fortaleza de São João,-22.943372,-43.156458,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Forte de Copacabana:-22.98583:-43.18528,Forte de Copacabana,-22.985833333,-43.185277777,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Forte de São Tiago:-22.90591:-43.16952,Forte de São Tiago,-22.905908333,-43.169522222,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Fortim de Caetano Madeira:-22.89650:-43.25960,Fortim de Caetano Madeira,-22.8965,-43.2596,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Hangar de Zepelins do Aeroporto Bartolomeu de Gusmão:-22.92274:-43.70353,Hangar de Zepelins do Aeroporto Bartolomeu de Gusmão,-22.922736,-43.703531,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Hospital Escola São Francisco de Assis:-22.90907:-43.20139,Hospital Escola São Francisco de Assis,-22.90907,-43.201393,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja Nossa Senhora Mãe dos Homens (Rio de Janeiro):-22.90177:-43.17839,Igreja Nossa Senhora Mãe dos Homens (Rio de Janeiro),-22.901768,-43.178394,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja Positivista do Brasil:-22.92058:-43.17938,Igreja Positivista do Brasil,-22.92058,-43.17938,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja da Ordem Terceira do Carmo:-22.90309:-43.17556,Igreja da Ordem Terceira do Carmo,-22.90309444,-43.17555833,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Ajuda (Ilha do Governador):-22.79332:-43.17052,Igreja de Nossa Senhora da Ajuda (Ilha do Governador),-22.79332,-43.170516,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Candelária:-22.90081:-43.17789,Igreja de Nossa Senhora da Candelária,-22.900811111,-43.177894444,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Conceição e Boa Morte:-22.90302:-43.17875,Igreja de Nossa Senhora da Conceição e Boa Morte,-22.903021,-43.178751,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Glória do Outeiro:-22.92145:-43.17543,Igreja de Nossa Senhora da Glória do Outeiro,-22.92144722,-43.17543333,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Lapa dos Mercadores:-22.90221:-43.17520,Igreja de Nossa Senhora da Lapa dos Mercadores,-22.90221,-43.1752,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Pena:-22.94159:-43.34832,Igreja de Nossa Senhora da Pena,-22.941587,-43.3483199,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora da Saúde:-22.89375:-43.19148,Igreja de Nossa Senhora da Saúde,-22.893746,-43.191477,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora do Bonsucesso:-22.90647:-43.17059,Igreja de Nossa Senhora do Bonsucesso,-22.906467,-43.170585,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora do Carmo:-22.90333:-43.17556,Igreja de Nossa Senhora do Carmo,-22.903333333,-43.175555555,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora do Carmo da Lapa do Desterro:-22.91459:-43.17771,Igreja de Nossa Senhora do Carmo da Lapa do Desterro,-22.914592,-43.177707,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora do Desterro:-23.00595:-43.63431,Igreja de Nossa Senhora do Desterro,-23.005952,-43.634309,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Nossa Senhora do Rosário e São Benedito (Rio de Janeiro):-22.90416:-43.18049,Igreja de Nossa Senhora do Rosário e São Benedito (Rio de Janeiro),-22.90416,-43.180492,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Santa Cruz dos Militares:-22.90216:-43.17568,Igreja de Santa Cruz dos Militares,-22.902158,-43.175682,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de Santa Luzia:-22.90954:-43.17260,Igreja de Santa Luzia,-22.909542,-43.172603,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de São Francisco da Prainha:-22.89781:-43.18363,Igreja de São Francisco da Prainha,-22.897811,-43.183628,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de São Francisco de Paula:-22.90549:-43.18059,Igreja de São Francisco de Paula,-22.905493,-43.180594,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja de São José:-22.90450:-43.17410,Igreja de São José,-22.9045,-43.1741,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja do Bom Jesus da Coluna:-22.85948:-43.21230,Igreja do Bom Jesus da Coluna,-22.859478,-43.2123,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Igreja do Santíssimo Sacramento da Antiga Sé:-22.90458:-43.18284,Igreja do Santíssimo Sacramento da Antiga Sé,-22.90458,-43.182841,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Jardim Botânico do Rio de Janeiro:-22.96750:-43.22389,Jardim Botânico do Rio de Janeiro,-22.9675,-43.223889,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Jardim e Morro do Valongo:-22.89856:-43.18643,Jardim e Morro do Valongo,-22.898558,-43.186426,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Ladeira da Misericórdia:-22.90620:-43.17027,Ladeira da Misericórdia,-22.906195,-43.17027,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Lago do Campo de Santana:-22.90759:-43.18802,Lago do Campo de Santana,-22.9075885,-43.188024,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Lagoa Rodrigo de Freitas:-22.97111:-43.21167,Lagoa Rodrigo de Freitas,-22.971111111,-43.211666666,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Lampadário da Lapa:-22.91434:-43.17802,Lampadário da Lapa,-22.9143351,-43.1780163,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Monumento aos Mortos da Segunda Guerra Mundial:-22.91667:-43.17361,Monumento aos Mortos da Segunda Guerra Mundial,-22.91666667,-43.17361111,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Morro Dois Irmãos:-22.99080:-43.23960,Morro Dois Irmãos,-22.9908,-43.2396,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Morro da Babilônia:-22.96000:-43.17056,Morro da Babilônia,-22.96,-43.17055556,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Morro do Corcovado:-22.95250:-43.21167,Morro do Corcovado,-22.9525,-43.211666666,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Mosteiro de São Bento:-22.89703:-43.17805,Mosteiro de São Bento,-22.8970349,-43.178051,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Observatório Nacional:-22.89588:-43.22498,Observatório Nacional,-22.8958759,-43.2249755,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Palácio Guanabara:-22.93750:-43.18389,Palácio Guanabara,-22.9375,-43.18388889,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Palácio Tiradentes:-22.90387:-43.17388,Palácio Tiradentes,-22.90387009,-43.173877,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Palácio Universitário UFRJ:-22.95233:-43.17450,Palácio Universitário UFRJ,-22.952333,-43.174504,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Palácio da Conceição:-22.89964:-43.18270,Palácio da Conceição,-22.89964,-43.182697,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Palácio das Laranjeiras:-22.93143:-43.18356,Palácio das Laranjeiras,-22.93143,-43.183562,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Palácio do Itamaraty:-22.90292:-43.18795,Palácio do Itamaraty,-22.902925,-43.18795,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Parque Lage:-22.96060:-43.21200,Parque Lage,-22.9606,-43.212,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Parque Nacional da Tijuca:-22.95944:-43.27778,Parque Nacional da Tijuca,-22.959444444,-43.277777777,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Passeio Público:-22.91380:-43.17599,Passeio Público,-22.91379722,-43.17598611,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Pavilhão Mourisco:-22.87495:-43.24543,Pavilhão Mourisco,-22.8749473,-43.2454285,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Pinturas de Leandro Joaquim:-22.91746:-43.18409,Pinturas de Leandro Joaquim,-22.917465,-43.184089,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Ponte do Guandu:-22.87226:-43.67706,Ponte do Guandu,-22.8722557,-43.677064,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Praça XV de Novembro:-22.90300:-43.17369,Praça XV de Novembro,-22.903,-43.173694444,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Quinta da Boa Vista:-22.90580:-43.22440,Quinta da Boa Vista,-22.9058,-43.2244,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Rua do Catete:-22.92592:-43.17625,Rua do Catete,-22.92592,-43.176251,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Sambódromo da Marquês de Sapucaí:-22.91138:-43.19685,Sambódromo da Marquês de Sapucaí,-22.911384,-43.196851,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Santa Casa de Misericórdia do Rio de Janeiro:-22.90752:-43.17114,Santa Casa de Misericórdia do Rio de Janeiro,-22.907521,-43.171143,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Santuário de Santa Rita de Cássia:-22.90038:-43.18066,Santuário de Santa Rita de Cássia,-22.900376,-43.18066,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Solar Grandjean de Montigny:-22.97902:-43.23376,Solar Grandjean de Montigny,-22.979022,-43.233756,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Solar da Imperatriz:-22.96786:-43.24040,Solar da Imperatriz,-22.9678611,-43.2403981,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Solar del Rei:-22.75974:-43.10930,Solar del Rei,-22.759742,-43.109302,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:Universidade Federal do Rio de Janeiro:-22.86250:-43.22389,Universidade Federal do Rio de Janeiro,-22.8625,-43.223888888,heritage_site,CULTURAL,"trusted category, sample-audited clean"
wikidata:edifício-sede da Associação Brasileira de Imprensa:-22.90915:-43.17484,edifício-sede da Associação Brasileira de Imprensa,-22.90915,-43.17484,heritage_site,CULTURAL,"trusted category, sample-audited clean"
overture:Casa Histórica de Deodoro:-22.90556:-43.19090,Casa Histórica de Deodoro,-22.90555763244629,-43.190895080566406,history_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Casa Suíça de Nova Friburgo:-22.89281:-43.53647,Casa Suíça de Nova Friburgo,-22.892805099487305,-43.536468505859375,history_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Casarao dos Prazeres:-22.92063:-43.18491,Casarao dos Prazeres,-22.92063331604004,-43.184906005859375,history_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Centro da Memória da Eletricidade no Brasil:-22.89855:-43.17907,Centro da Memória da Eletricidade no Brasil,-22.89855194091797,-43.179073333740234,history_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Complexo de Bondes de Santa Teresa:-22.92012:-43.18587,Complexo de Bondes de Santa Teresa,-22.920120239257812,-43.18587112426758,history_museum,CULTURAL,"trusted category, sample-audited clean"
overture:Espaço Cultural Libanês:-22.95152:-43.18903,Espaço Cultural Libanês,-22.951520919799805,-43.18903350830078,history_museum,CULTURAL,"trusted category, sample-audited clean"
