id,name,category,source,lat,lon,wikidata_qid,reason,boundary_municipality,boundary_status
overture:Museu Janete Costa de Arte Popular:-22.90370:-43.12810,Museu Janete Costa de Arte Popular,art_museum,overture,-22.903703689575195,-43.12810134887695,,"trusted category, sample-audited clean",Niterói,outside_boundary
overture:Museu Raymundo Ottoni Castro Maya:-22.91778:-43.18159,Museu Raymundo Ottoni Castro Maya,art_museum,overture,-22.917781829833984,-43.18159103393555,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu Sacro Franciscano:-22.90683:-43.17915,Museu Sacro Franciscano,art_museum,overture,-22.906829833984375,-43.17914962768555,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu da Chácara do Céu:-22.91736:-43.18418,Museu da Chácara do Céu,art_museum,overture,-22.9173641204834,-43.18417739868164,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu da Cidade:-22.90114:-43.17701,Museu da Cidade,art_museum,overture,-22.90114402770996,-43.177005767822266,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu da Cultura Puri:-22.91428:-43.19998,Museu da Cultura Puri,art_museum,overture,-22.914276123046875,-43.199981689453125,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu da Imagem e do Som:-22.97902:-43.18939,Museu da Imagem e do Som,art_museum,overture,-22.979015350341797,-43.189388275146484,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu das Telecomunicações:-22.92996:-43.17651,Museu das Telecomunicações,art_museum,overture,-22.929960250854492,-43.176513671875,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu de Arte Contemporânea de Niterói (MAC):-22.90735:-43.12577,Museu de Arte Contemporânea de Niterói (MAC),art_museum,overture,-22.907350540161133,-43.125770568847656,,"trusted category, sample-audited clean",Niterói,outside_boundary
overture:Museu de Arte do Rio:-22.89661:-43.18204,Museu de Arte do Rio,art_museum,overture,-22.896608352661133,-43.182037353515625,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu de Arte do Rio (MAR):-22.89688:-43.18177,Museu de Arte do Rio (MAR),art_museum,overture,-22.896881103515625,-43.18177032470703,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu de Artes Ivan Del Blanco:-22.97591:-43.18983,Museu de Artes Ivan Del Blanco,art_museum,overture,-22.975910186767578,-43.1898307800293,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu de Imagens do Inconsciente:-22.90349:-43.30137,Museu de Imagens do Inconsciente,art_museum,overture,-22.903488159179688,-43.301368713378906,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu do Açude:-22.96483:-43.28209,Museu do Açude,art_museum,overture,-22.964826583862305,-43.2820930480957,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu do Ingá:-22.90336:-43.12555,Museu do Ingá,art_museum,overture,-22.903356552124023,-43.125545501708984,,"trusted category, sample-audited clean",Niterói,outside_boundary
overture:Museu do Pontal:-22.99417:-43.39838,Museu do Pontal,art_museum,overture,-22.994173049926758,-43.39838409423828,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museu do paço:-22.90289:-43.17331,Museu do paço,art_museum,overture,-22.902894973754883,-43.173309326171875,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museum Dom João VI:-22.86241:-43.22301,Museum Dom João VI,art_museum,overture,-22.86240577697754,-43.22301483154297,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Museum of Inga:-22.90365:-43.12542,Museum of Inga,art_museum,overture,-22.90365219116211,-43.12541961669922,,"trusted category, sample-audited clean",Niterói,outside_boundary
overture:Petit Trianon:-22.90942:-43.17274,Petit Trianon,art_museum,overture,-22.9094181060791,-43.17273712158203,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Polo Praça XV:-22.90282:-43.17458,Polo Praça XV,art_museum,overture,-22.902820587158203,-43.174583435058594,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:Scalinata Selarón:-22.91570:-43.17896,Scalinata Selarón,art_museum,overture,-22.915699005126953,-43.178958892822266,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:grande cia. de mystérios e novidades:-22.89766:-43.19271,grande cia. de mystérios e novidades,art_museum,overture,-22.897661209106445,-43.19271469116211,,"trusted category, sample-audited clean",Rio de Janeiro,ok
overture:A Maison | Espaço Cultural da França:-22.91019:-43.17154,A Maison | Espaço Cultural da França,cultural_center,overture,-22.910192489624023,-43.17153549194336,,French cultural center with real programming,Rio de Janeiro,ok
overture:Academia Fluminense de Letras:-22.89459:-43.11707,Academia Fluminense de Letras,cultural_center,overture,-22.89458656311035,-43.11707305908203,,"literary academy, real cultural institution",Niterói,outside_boundary
overture:Académicos do Dendê Raízes:-22.79741:-43.19304,Académicos do Dendê Raízes,cultural_center,overture,-22.79741096496582,-43.19303512573242,,samba school (escola de samba) heritage group,Rio de Janeiro,ok
overture:Acervo Cultural e Histórico do GRES Estácio de Sá:-22.91275:-43.20187,Acervo Cultural e Histórico do GRES Estácio de Sá,cultural_center,overture,-22.912750244140625,-43.201873779296875,,samba school historical/cultural archive,Rio de Janeiro,ok
overture:Arena Carioca Jovelina Pérola Negra:-22.80884:-43.36195,Arena Carioca Jovelina Pérola Negra,cultural_center,overture,-22.808841705322266,-43.36194610595703,,municipal Arena Carioca venue honoring samba singer,Rio de Janeiro,ok
overture:Arena Cultural Dicró:-22.83920:-43.28770,Arena Cultural Dicró,cultural_center,overture,-22.839202880859375,-43.28770446777344,,municipal cultural arena,Rio de Janeiro,ok
overture:Areninha Carioca Hermeto Pascoal:-22.87733:-43.47283,Areninha Carioca Hermeto Pascoal,cultural_center,overture,-22.87732696533203,-43.47283172607422,,municipal Areninha cultural arena program,Rio de Janeiro,ok
overture:Areninha Cultural Gilberto Gil:-22.87810:-43.41579,Areninha Cultural Gilberto Gil,cultural_center,overture,-22.878103256225586,-43.415794372558594,,municipal Areninha cultural arena program,Rio de Janeiro,ok
overture:Areninha Cultural Joao Bosco de Vista Alegre:-22.83230:-43.31245,Areninha Cultural Joao Bosco de Vista Alegre,cultural_center,overture,-22.83230209350586,-43.31244659423828,,municipal Areninha cultural arena program,Rio de Janeiro,ok
overture:Areninha Cultural Renato Russo:-22.80505:-43.17955,Areninha Cultural Renato Russo,cultural_center,overture,-22.8050479888916,-43.1795539855957,,municipal Areninha cultural arena program,Rio de Janeiro,ok
overture:Armazém Cultural das Artes:-22.89411:-43.19020,Armazém Cultural das Artes,cultural_center,overture,-22.894107818603516,-43.1901969909668,,arts cultural warehouse/venue,Rio de Janeiro,ok
overture:Associação Afrocultural Yorubá:-22.88366:-43.29517,Associação Afrocultural Yorubá,cultural_center,overture,-22.883657455444336,-43.29517364501953,,Afro-Brazilian cultural association,Rio de Janeiro,ok
overture:Associação Cultural Espaço Carioca:-22.87378:-43.31511,Associação Cultural Espaço Carioca,cultural_center,overture,-22.873783111572266,-43.31510543823242,,cultural association with real programming,Rio de Janeiro,ok
overture:Associação Cultural Grupo Afrolaje:-22.90385:-43.30330,Associação Cultural Grupo Afrolaje,cultural_center,overture,-22.903852462768555,-43.30330276489258,,Afro-Brazilian cultural group association,Rio de Janeiro,ok
overture:Associação dos Amigos da Lona Cultural Hermeto Pascoal:-22.87739:-43.47266,Associação dos Amigos da Lona Cultural Hermeto Pascoal,cultural_center,overture,-22.877389907836914,-43.47265625,,friends association of municipal cultural venue,Rio de Janeiro,ok
overture:Asé Pingo D'água:-22.96599:-43.64803,Asé Pingo D'água,cultural_center,overture,-22.965988159179688,-43.64802932739258,,"Candomblé terreiro, Afro-Brazilian religious-cultural heritage",Rio de Janeiro,ok
overture:BAC - Barracão de Arte e Cultura Sepetiba:-22.96741:-43.69054,BAC - Barracão de Arte e Cultura Sepetiba,cultural_center,overture,-22.9674129486084,-43.6905403137207,,art and culture center,Rio de Janeiro,ok
overture:Barricada - Centro Cultural Marginal Fernando Calado:-22.89650:-43.12567,Barricada - Centro Cultural Marginal Fernando Calado,cultural_center,overture,-22.896503448486328,-43.12567138671875,,named cultural center,Niterói,outside_boundary
overture:CASARTI Casa do Artista Independente:-22.82613:-43.31207,CASARTI Casa do Artista Independente,cultural_center,overture,-22.826129913330078,-43.31207275390625,,"house for independent artists, cultural space",Rio de Janeiro,ok
overture:CCBB Rio de Janeiro:-22.90094:-43.17645,CCBB Rio de Janeiro,cultural_center,overture,-22.900941848754883,-43.17645263671875,,"Centro Cultural Banco do Brasil, major cultural institution",Rio de Janeiro,ok
overture:CRAB - Centro Sebrae de Referência do Artesanato Brasileiro:-22.90767:-43.18382,CRAB - Centro Sebrae de Referência do Artesanato Brasileiro,cultural_center,overture,-22.907665252685547,-43.18381881713867,,Brazilian handicraft reference center,Rio de Janeiro,ok
overture:CRAB Sebrae - Centro de Referencia do Artesanato Brasileiro:-22.90736:-43.18382,CRAB Sebrae - Centro de Referencia do Artesanato Brasileiro,cultural_center,overture,-22.90735626220703,-43.18382263183594,,Brazilian handicraft reference center (duplicate),Rio de Janeiro,ok
overture:Caixa Cultural Rj:-22.90828:-43.17692,Caixa Cultural Rj,cultural_center,overture,-22.908283233642578,-43.17692184448242,,well-known bank-sponsored cultural center,Rio de Janeiro,ok
overture:Caminho Niemeyer:-22.89050:-43.12696,Caminho Niemeyer,cultural_center,overture,-22.8905029296875,-43.126956939697266,,"Oscar Niemeyer architecture complex, heritage landmark",Niterói,outside_boundary
overture:Capacete Centro Cultural:-22.92139:-43.18113,Capacete Centro Cultural,cultural_center,overture,-22.9213924407959,-43.18112564086914,,known art residency cultural center,Rio de Janeiro,ok
overture:Casa Amarela centro cultural e atelier:-22.85329:-43.36957,Casa Amarela centro cultural e atelier,cultural_center,overture,-22.853288650512695,-43.369571685791016,,explicit cultural center and art studio,Rio de Janeiro,ok
overture:Casa Carnaval | Centro:-22.90166:-43.17522,Casa Carnaval | Centro,cultural_center,overture,-22.901662826538086,-43.17522430419922,,carnival-culture themed cultural house,Rio de Janeiro,ok
overture:Casa Cultural Manacá:-22.90875:-43.19495,Casa Cultural Manacá,cultural_center,overture,-22.908748626708984,-43.1949462890625,,explicit cultural house designation,Rio de Janeiro,ok
overture:Casa Cultural da Nossa Gente:-22.89432:-43.28986,Casa Cultural da Nossa Gente,cultural_center,overture,-22.89432144165039,-43.28986358642578,,explicit cultural house designation,Rio de Janeiro,ok
overture:Casa De Cultura:-22.88469:-43.30369,Casa De Cultura,cultural_center,overture,-22.88469123840332,-43.303688049316406,,"explicit ""House of Culture"" designation",Rio de Janeiro,ok
overture:Casa Rosa da Gávea:-22.97883:-43.23455,Casa Rosa da Gávea,cultural_center,overture,-22.978830337524414,-43.23455047607422,,"historic Casa Rosa, known heritage samba/cultural venue",Rio de Janeiro,ok
overture:Casa Subversa:-22.90691:-43.18388,Casa Subversa,cultural_center,overture,-22.906911849975586,-43.183876037597656,,known alternative cultural/political collective space,Rio de Janeiro,ok
overture:Casa da Tia Ciata:-22.89803:-43.18751,Casa da Tia Ciata,cultural_center,overture,-22.898033142089844,-43.18750762939453,,"famous historic house, birthplace of samba",Rio de Janeiro,ok
overture:Casa de Arte e Cultura Julieta de Serpa:-22.93641:-43.17448,Casa de Arte e Cultura Julieta de Serpa,cultural_center,overture,-22.936410903930664,-43.17448043823242,,explicit arts/culture house in historic palacete,Rio de Janeiro,ok
overture:Casa de Arte e Cultura Luiz Januário:-22.92275:-43.22023,Casa de Arte e Cultura Luiz Januário,cultural_center,overture,-22.92275047302246,-43.2202262878418,,explicit arts/culture house designation,Rio de Janeiro,ok
overture:Casa de Artes Paquetá:-22.75325:-43.11126,Casa de Artes Paquetá,cultural_center,overture,-22.753250122070312,-43.11125564575195,,explicit arts house,Rio de Janeiro,ok
overture:Casa de Artes e Culturas Percília Teles da Silva:-22.89181:-43.34465,Casa de Artes e Culturas Percília Teles da Silva,cultural_center,overture,-22.891809463500977,-43.34464645385742,,explicit arts/culture house designation,Rio de Janeiro,ok
overture:Casa de Cultura:-22.87691:-43.27013,Casa de Cultura,cultural_center,overture,-22.87691307067871,-43.2701301574707,,"explicit ""House of Culture"" designation",Rio de Janeiro,ok
overture:Casa de Cultura - Volta do Mundo e Conexões do Beco da Cultura:-22.90137:-43.17522,Casa de Cultura - Volta do Mundo e Conexões do Beco da Cultura,cultural_center,overture,-22.9013729095459,-43.17522048950195,,explicit cultural house designation,Rio de Janeiro,ok
overture:Casa de Cultura Elbe de Holanda:-22.81745:-43.19964,Casa de Cultura Elbe de Holanda,cultural_center,overture,-22.81744956970215,-43.199642181396484,,explicit cultural house designation,Rio de Janeiro,ok
overture:Casa de Cultura Laura Alvim:-22.98658:-43.19923,Casa de Cultura Laura Alvim,cultural_center,overture,-22.9865779876709,-43.19922637939453,,well-known cultural center in Ipanema,Rio de Janeiro,ok
overture:Casa de Cultura Marise Moreira de Brito:-22.87407:-43.77790,Casa de Cultura Marise Moreira de Brito,cultural_center,overture,-22.874069213867188,-43.77790069580078,,explicit cultural house designation,Itaguaí,outside_boundary
overture:Casa de Cultura de Jacarepaguá:-22.92227:-43.37772,Casa de Cultura de Jacarepaguá,cultural_center,overture,-22.922273635864258,-43.377716064453125,,explicit municipal house of culture,Rio de Janeiro,ok
overture:Casa de Cultura de Nova Iguaçu:-22.76138:-43.45033,Casa de Cultura de Nova Iguaçu,cultural_center,overture,-22.761377334594727,-43.45033264160156,,explicit municipal house of culture,Nova Iguaçu,outside_boundary
overture:Casa de Oliveira Vianna:-22.88061:-43.10870,Casa de Oliveira Vianna,cultural_center,overture,-22.88060760498047,-43.108699798583984,,house named after historic scholar figure,Niterói,outside_boundary
overture:Casa de Viseu:-22.84538:-43.30367,Casa de Viseu,cultural_center,overture,-22.845378875732422,-43.303672790527344,,Portuguese regional heritage association house,Rio de Janeiro,ok
overture:Casa do Recreio Arte e Cultura:-23.02154:-43.47924,Casa do Recreio Arte e Cultura,cultural_center,overture,-23.021535873413086,-43.47924041748047,,explicit arts and culture designation,Rio de Janeiro,ok
overture:Casa dos Açores:-22.92093:-43.22099,Casa dos Açores,cultural_center,overture,-22.92093276977539,-43.22099304199219,,Portuguese immigrant heritage cultural association,Rio de Janeiro,ok
overture:Castelo Fiocruz Rj Brasil:-22.91194:-43.18394,Castelo Fiocruz Rj Brasil,cultural_center,overture,-22.91193962097168,-43.183937072753906,,"Fiocruz Moorish Castle, architectural heritage landmark",Rio de Janeiro,ok
overture:Ccbb - Centro Cultural Banco do Brasil:-22.90916:-43.10199,Ccbb - Centro Cultural Banco do Brasil,cultural_center,overture,-22.909160614013672,-43.101985931396484,,major cultural institution (Centro Cultural Banco do Brasil),Niterói,outside_boundary
overture:Centro Carnavalesco Onça Preta:-22.89941:-43.18793,Centro Carnavalesco Onça Preta,cultural_center,overture,-22.8994083404541,-43.18793487548828,,"carnival/samba clubhouse, cultural heritage",Rio de Janeiro,ok
overture:Centro Cultural Abrigo de Bondes:-22.88988:-43.11446,Centro Cultural Abrigo de Bondes,cultural_center,overture,-22.889877319335938,-43.11445999145508,,heritage tram-shelter building converted to cultural center,Niterói,outside_boundary
overture:Centro Cultural Acao da Cidadania:-22.89664:-43.18660,Centro Cultural Acao da Cidadania,cultural_center,overture,-22.896638870239258,-43.18660354614258,,"explicit cultural center, known citizenship NGO",Rio de Janeiro,ok
overture:Centro Cultural AfroRio:-22.87791:-43.32758,Centro Cultural AfroRio,cultural_center,overture,-22.877906799316406,-43.32757568359375,,Afro-Brazilian cultural center,Rio de Janeiro,ok
overture:Centro Cultural Atriz Chica Xa:-22.84918:-43.26642,Centro Cultural Atriz Chica Xa,cultural_center,overture,-22.84918212890625,-43.266422271728516,,explicit cultural center named after actress,Rio de Janeiro,ok
overture:Centro Cultural Banco Do Brasil:-22.98717:-43.19620,Centro Cultural Banco Do Brasil,cultural_center,overture,-22.98717498779297,-43.19620132446289,,major cultural institution,Rio de Janeiro,ok
overture:Centro Cultural Banco Do Brasil:-22.80200:-43.20460,Centro Cultural Banco Do Brasil,cultural_center,overture,-22.802000045776367,-43.2046012878418,,major cultural institution,Rio de Janeiro,ok
overture:Centro Cultural Banco do Brasil:-22.90096:-43.17648,Centro Cultural Banco do Brasil,cultural_center,overture,-22.90096092224121,-43.176475524902344,,major cultural institution,Rio de Janeiro,ok
overture:Centro Cultural Benjamin Peret:-22.91720:-43.17892,Centro Cultural Benjamin Peret,cultural_center,overture,-22.91719627380371,-43.17892074584961,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Boa Viagem:-22.90590:-43.13216,Centro Cultural Boa Viagem,cultural_center,overture,-22.905902862548828,-43.132164001464844,,explicit cultural center,Niterói,outside_boundary
overture:Centro Cultural Calça Larga:-22.92988:-43.22659,Centro Cultural Calça Larga,cultural_center,overture,-22.929880142211914,-43.226585388183594,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Capiberibe 27:-22.90228:-43.20415,Centro Cultural Capiberibe 27,cultural_center,overture,-22.90228271484375,-43.20414733886719,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Carioca:-22.90631:-43.18180,Centro Cultural Carioca,cultural_center,overture,-22.906307220458984,-43.18179702758789,,known live-music/cultural venue in Centro,Rio de Janeiro,ok
overture:Centro Cultural Cartola:-22.90155:-43.24086,Centro Cultural Cartola,cultural_center,overture,-22.901554107666016,-43.2408561706543,,named after legendary samba composer Cartola,Rio de Janeiro,ok
overture:Centro Cultural Casa da FEB:-22.91218:-43.17823,Centro Cultural Casa da FEB,cultural_center,overture,-22.91217803955078,-43.1782341003418,,Brazilian Expeditionary Force historical/cultural center,Rio de Janeiro,ok
overture:Centro Cultural Cauby Peixoto:-22.88027:-43.10320,Centro Cultural Cauby Peixoto,cultural_center,overture,-22.880266189575195,-43.10320281982422,,named after famous singer,Niterói,outside_boundary
overture:Centro Cultural Cecília Conde:-22.85952:-43.26014,Centro Cultural Cecília Conde,cultural_center,overture,-22.859516143798828,-43.26013946533203,,named after Brazilian musicologist,Rio de Janeiro,ok
overture:Centro Cultural China Brasil Yuan Aiping:-23.00439:-43.31968,Centro Cultural China Brasil Yuan Aiping,cultural_center,overture,-23.004392623901367,-43.319679260253906,,China-Brazil cultural center,Rio de Janeiro,ok
overture:Centro Cultural Correia Lima:-22.92682:-43.17942,Centro Cultural Correia Lima,cultural_center,overture,-22.92682456970215,-43.179420471191406,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Correios:-22.90116:-43.17590,Centro Cultural Correios,cultural_center,overture,-22.90115737915039,-43.17589569091797,,"Post Office cultural center chain, heritage building",Rio de Janeiro,ok
overture:Centro Cultural Cândido José de Araújo:-22.89560:-43.19220,Centro Cultural Cândido José de Araújo,cultural_center,overture,-22.895601272583008,-43.192203521728516,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Diversa:-22.90665:-43.18092,Centro Cultural Diversa,cultural_center,overture,-22.906648635864258,-43.1809196472168,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Donana:-22.74681:-43.40686,Centro Cultural Donana,cultural_center,overture,-22.746814727783203,-43.406864166259766,,explicit cultural center,Belford Roxo,outside_boundary
overture:Centro Cultural Dragão Do Mar:-22.94484:-43.34161,Centro Cultural Dragão Do Mar,cultural_center,overture,-22.944835662841797,-43.34160614013672,,explicit cultural center designation,Rio de Janeiro,ok
overture:Centro Cultural Educar:-22.88001:-43.25290,Centro Cultural Educar,cultural_center,overture,-22.8800106048584,-43.252899169921875,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural FGV:-22.94097:-43.18013,Centro Cultural FGV,cultural_center,overture,-22.94097137451172,-43.18012619018555,,"Getúlio Vargas Foundation cultural center, known institution",Rio de Janeiro,ok
overture:Centro Cultural Fundição Progresso:-22.91251:-43.18025,Centro Cultural Fundição Progresso,cultural_center,overture,-22.912513732910156,-43.18024826049805,,"famous historic music venue, former foundry building",Rio de Janeiro,ok
overture:Centro Cultural Ilha do Governador:-22.80045:-43.19773,Centro Cultural Ilha do Governador,cultural_center,overture,-22.80044937133789,-43.19773483276367,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Inclusartiz:-22.89592:-43.19201,Centro Cultural Inclusartiz,cultural_center,overture,-22.89592170715332,-43.1920051574707,,known contemporary art institute,Rio de Janeiro,ok
overture:Centro Cultural Infinito:-22.93351:-43.20042,Centro Cultural Infinito,cultural_center,overture,-22.933513641357422,-43.20042037963867,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Itaporã:-22.92054:-43.21086,Centro Cultural Itaporã,cultural_center,overture,-22.920541763305664,-43.21086120605469,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Japão:-22.93235:-43.17491,Centro Cultural Japão,cultural_center,overture,-22.932350158691406,-43.17491149902344,,Japan cultural center,Rio de Janeiro,ok
overture:Centro Cultural Jerusalém:-22.88164:-43.27538,Centro Cultural Jerusalém,cultural_center,overture,-22.881643295288086,-43.27537536621094,,"explicit cultural center, likely Jewish community",Rio de Janeiro,ok
overture:Centro Cultural José Bonifácio:-22.89622:-43.19428,Centro Cultural José Bonifácio,cultural_center,overture,-22.896223068237305,-43.194278717041016,,named after historic statesman José Bonifácio,Rio de Janeiro,ok
overture:Centro Cultural João XXIII:-22.94747:-43.18579,Centro Cultural João XXIII,cultural_center,overture,-22.947467803955078,-43.185791015625,,explicit cultural center named after Pope John XXIII,Rio de Janeiro,ok
overture:Centro Cultural Justiça Federal:-22.91054:-43.17531,Centro Cultural Justiça Federal,cultural_center,overture,-22.910539627075195,-43.17530822753906,,"Federal Justice cultural center, known institution",Rio de Janeiro,ok
overture:Centro Cultural Lado B:-22.90257:-43.17544,Centro Cultural Lado B,cultural_center,overture,-22.902565002441406,-43.17544174194336,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Lagoa:-22.96590:-43.20334,Centro Cultural Lagoa,cultural_center,overture,-22.96590232849121,-43.203338623046875,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Light:-22.90272:-43.18710,Centro Cultural Light,cultural_center,overture,-22.90272331237793,-43.187095642089844,,historic utility company cultural center,Rio de Janeiro,ok
overture:Centro Cultural Lóttus:-22.90509:-43.29285,Centro Cultural Lóttus,cultural_center,overture,-22.905094146728516,-43.29285430908203,,explicit cultural center,Rio de Janeiro,ok
overture:Centro Cultural Marcelo Decolores:-22.87803:-43.12273,Centro Cultural Marcelo Decolores,cultural_center,overture,-22.878028869628906,-43.12273025512695,,explicit cultural center,Niterói,outside_boundary
overture:Centro Cultural Maria Bonita:-22.87025:-43.77562,Centro Cultural Maria Bonita,cultural_center,overture,-22.870250701904297,-43.77561950683594,,explicit cultural center named after historic figure,Itaguaí,outside_boundary
overture:Centro Cultural Mister Watkins:-22.78490:-43.43152,Centro Cultural Mister Watkins,cultural_center,overture,-22.784896850585938,-43.431522369384766,,explicit cultural center,Mesquita,outside_boundary
overture:Centro Cultural Mordechai Anilevitch:-22.95189:-43.19150,Centro Cultural Mordechai Anilevitch,cultural_center,overture,-22.951889038085938,-43.191497802734375,,"named after historic Jewish resistance figure, community center",Rio de Janeiro,ok
overture:Centro Cultural Municipal Laurinda Santos Lobo:-22.92002:-43.18856,Centro Cultural Municipal Laurinda Santos Lobo,cultural_center,overture,-22.920024871826172,-43.188560485839844,,well-known municipal heritage cultural center in historic mansion,Rio de Janeiro,ok
overture:Centro Cultural Municipal Parque das Ruínas:-22.91747:-43.18248,Centro Cultural Municipal Parque das Ruínas,cultural_center,overture,-22.917470932006836,-43.18247985839844,,famous heritage ruins park and cultural center,Rio de Janeiro,ok
